Force
-3.11e+00
-1.08e-01
-5.00e-01
4.440892098500626e-16
4.108194187554387
2.9999999999999996
1.1081941875543877
0.0
-1.50e+00
1.9999999999999991
-4.00e+00
-1.00e+00
