1,2,3,4,5,6,7,8,9,10,11,12
0.8692267850265122,0.3692267850265122,0.19245008972987535,-5.00e-01,0.0,0.0,-1.77e-01,-1.77e-01,0.0,-1.92e-01,-1.92e-01,-1.92e-01
0.3692267850265122,0.3692267850265122,0.19245008972987535,0.0,0.0,0.0,-1.77e-01,-1.77e-01,0.0,-1.92e-01,-1.92e-01,-1.92e-01
0.19245008972987535,0.19245008972987535,0.19245008972987535,0.0,0.0,0.0,0.0,0.0,0.0,-1.92e-01,-1.92e-01,-1.92e-01
-5.00e-01,0.0,0.0,0.6924500897298753,-1.92e-01,-1.92e-01,0.0,0.0,0.0,-1.92e-01,0.19245008972987535,0.19245008972987535
0.0,0.0,0.0,-1.92e-01,0.6924500897298753,0.19245008972987535,0.0,-5.00e-01,0.0,0.19245008972987535,-1.92e-01,-1.92e-01
0.0,0.0,0.0,-1.92e-01,0.19245008972987535,0.19245008972987535,0.0,0.0,0.0,0.19245008972987535,-1.92e-01,-1.92e-01
-1.77e-01,-1.77e-01,0.0,0.0,0.0,0.0,0.3692267850265122,0.3692267850265122,-1.92e-01,-1.92e-01,-1.92e-01,0.19245008972987535
-1.77e-01,-1.77e-01,0.0,0.0,-5.00e-01,0.0,0.3692267850265122,0.8692267850265122,-1.92e-01,-1.92e-01,-1.92e-01,0.19245008972987535
0.0,0.0,0.0,0.0,0.0,0.0,-1.92e-01,-1.92e-01,0.19245008972987535,0.19245008972987535,0.19245008972987535,-1.92e-01
-1.92e-01,-1.92e-01,-1.92e-01,-1.92e-01,0.19245008972987535,0.19245008972987535,-1.92e-01,-1.92e-01,0.19245008972987535,0.5773502691896261,0.19245008972987535,-1.92e-01
-1.92e-01,-1.92e-01,-1.92e-01,0.19245008972987535,-1.92e-01,-1.92e-01,-1.92e-01,-1.92e-01,0.19245008972987535,0.19245008972987535,0.5773502691896261,0.19245008972987535
-1.92e-01,-1.92e-01,-1.92e-01,0.19245008972987535,-1.92e-01,-1.92e-01,0.19245008972987535,0.19245008972987535,-1.92e-01,-1.92e-01,0.19245008972987535,0.5773502691896261
